hp_name,degree
Radiculomegaly,1
Hypertrichotic hyperpigmented patch,1
Increased circulating interleukin 10,1
Alveolar capillary dysplasia,1
Type II pneumocyte hypertrophy,1
Focal substantia nigra T2 hyperintensity,1
Reduced circulating interferon gamma,1
Livedo racemosa,1
Renal artery aneurysm,1
Reduced CD95-induced lymphocyte apoptosis,1
Paratracheal lymphadenopathy,1
Elevated circulating amyloid A,1
Increased circulating inosine concentration,1
Increased circulating guanosine concentration,1
Candida esophagitis,1
Limited head rotation,1
Recurrent coughing spasms,1
Cavitating leukodystrophy,1
Nasal chondritis,1
Nasal septum perforation,1
Elevated CSF fumarate,1
Decreased growth hormone responses to growth hormone-releasing hormone challenge,1
Elevated urinary 7-biopterin level,1
Elevated circulating globotriaosylceramide concentration,1
Diminished physical functioning,1
Dystopic os odontoideum,1
D-2-hydroxyglutaric acidemia,1
Duplication of the upper lip,1
Purulent rhinitis,1
Decreased expression of GPI-anchored proteins on the cell surface,1
Partial duplication of eyebrows,1
Reduced lactate dehydrogenase B level,1
Decreased serum complement C4b,1
Reduced insulin like growth factor binding protein acid labile subunit level,1
Decreased levels of alpha-fetoprotein,1
Decreased carnitine level in liver,1
Contracture of the proximal interphalangeal joint of the 3rd toe,1
Short proximal phalanx of the 4th toe,1
Fibular deviation of toes,1
Low levels of vitamin B2,1
Low levels of vitamin C,1
Maternal hyperphenylalaninemia,1
Esophageal diverticulum,1
Thoracoabdominal eventration,1
Vaginal lymphocele,1
Hyperperistalsis,1
Flat sella turcica,1
Renal diverticulum,1
Splayed epiphyses,1
Symmetric great toe depigmentation,1
Cerebral white matter agenesis,1
Metastatic angiosarcoma,1
Ribbonlike corneal degeneration,1
Peripheral vitreoretinal degeneration,1
Frontal open bite,1
Absent fifth toenail,1
Absent/shortened outer dynein arms,1
Absent stapes head,1
Aphalangy of hands and feet,1
Cleft maxillary alveolus,1
Abnormality of radial ray,1
"Decreased level of 1,5 anhydroglucitol in serum",1
Decreased level of GABA in serum,1
Decreased level of erythritol in urine,1
Decreased level of erythritol in CSF,1
Increased level of D-threitol in plasma,1
Increased level of D-threitol in CSF,1
Increased level of D-threitol in urine,1
Decreased level of D-mannose in urine,1
Increased level of galactonate in red blood cells,1
Increased level of galactitol in red blood cells,1
Increased level of propylene glycol in blood,1
Increased level of ribitol in urine,1
Increased level of ribitol in CSF,1
Increased level of ribose in CSF,1
Increased level of xylitol in urine,1
Increased level of xylitol in CSF,1
Hypoplasia of mandible relative to maxilla,1
Subglottic hemangioma,1
Nut food product allergy,1
Decreased O-mannosyl glycans on alpha-dystroglycan,1
Abnormality of the frontal bone,1
Dysplastic gangliocytoma of the cerebellum,1
Hypertryptophanemia,1
Increased CSF albumin concentration,1
Abnormality of hyoid bone,1
Chiari type I malformation,0
Non-Mendelian inheritance,0
Abnormal femoral epiphysis morphology,0
Abnormal femur morphology,0
Thistle tube shaped pulp,0
Second trimester onset,0
Reduced left ventricular ejection fraction,0
Early young adult onset,0
Chronotropic incompetence,0
Abnormality of thrombocytes,0
Hyperpolarized transepithelial nasal potential difference,0
Increased CSF protein concentration,0
Slowly progressive,0
Abnormal midface morphology,0
Loss of ambulation,0
Knee contracture,0
Abnormal repetitive mannerisms,0
Focal head nodding automatism seizure,0
Eyelid myoclonia seizure,0
Elevated circulating creatinine concentration,0
Elevated circulating erythropoietin concentration,0
Angulated muscle fibers,0
Paget disease of bone,0
Abnormal cerebrospinal fluid morphology,0
Anti-Sm antibody positivity,0
Decreased circulating complement C4 concentration,0
Anti-BP230 antibody positivity,0
Anti-BP180 antibody positivity,0
Abnormal lymph node morphology,0
Atrophic gastritis,0
Reduced isohemagglutinin level,0
Partial absence of specific antibody response to unconjugated pneumococcus vaccine,0
Tooth agenesis,0
Internal tibial torsion,0
Elevated circulating growth hormone concentration,0
Increased urinary copper concentration,0
Increased circulating copper concentration,0
Bone marrow arrest at the promyelocytic stage,0
Inferior cerebellar vermis hypoplasia,0
"Focal seizures, afebril",0
Elevated circulating CCL18 level,0
Pinguecula,0
Increased circulating androgen concentration,0
Increased overbite,0
Macular agenesis,0
Uterus didelphys,0
Absence of peroxisomes,0
Abnormal B-type natriuretic peptide concentration,0
Cerebriform connective tissue nevus,0
Abnormal response to corticotropin releasing hormone stimulation test,0
Abnormal pubic bone morphology,0
Multilamellation of medullary peritubular capillary basement membranes,0
Focal seizure with eyelid myoclonia,0
Abnormal 5th metacarpal morphology,0
Abnormal nonverbal communicative behavior,0
Reduced production of gestures,0
Abnormal preputium morphology,0
Finger joint contracture,0
Central diaphragmatic hernia,0
Short phalanx of the 5th toe,0
Severe viral infections,0
Decreased circulating complement C5 concentration,0
Decreased circulating complement C7 concentration,0
Decreased circulating complement C8 concentration,0
Decreased circulating complement C9 concentration,0
Pneumocystis carinii pneumonia,0
Extractable nuclear antigen positivity,0
Gingival fragility,0
Reduced maximal expiratory pressure,0
Abnormal platelet shape,0
Increased megakaryocyte colony forming unit count,0
Abnormal cerebellar vermis morphology,0
Reduced erythrocyte arginase activity,0
Periorbital ecchymosis with tarsal plate sparing,0
Midline brainstem cleft,0
Intolerance to protein,0
"Reduced hepatic fructose-1,6-phosphate aldolase activity",0
Congenital pulmonary airway malformation,0
Tendon pain,0
Hypoplastic nasal bone,0
Tympanic membrane hypermobility,0
Pleomorphic xanthoastrocytoma,0
Increased left ventricular end-diastolic volume,0
Skeletal muscle autophagosome accumulation,0
Paradoxical respiration,0
Moderately reduced left ventricular ejection fraction,0
Reduced left ventricular endsystolic diameter,0
Increased circulating troponin I concentration,0
Hyperdynamic left ventricular ejection fraction,0
Apical hypertrophic cardiomyopathy,0
Patchy palmoplantar hyperkeratosis,0
Ventricular preexcitation with multiple accessory pathways,0
Left axis deviation,0
Increased myocardial glycogen content,0
Macular crystals,0
Focal impaired awareness autonomic seizure,0
Disseminated molluscum contagiosum,0
Abnormal lymphocyte apoptosis,0
Increased circulating interleukin 10 concentration,0
Short-segment aganglionic megacolon,0
Total colonic aganglionosis,0
Focal pedal automatism seizure,0
Increased level of N-acetylneuraminic acid in urine,0
Abdominal situs ambiguus,0
Right atrial isomerism,0
Brachioradialis areflexia,0
Myeloid maturation arrest,0
Urolithiasis,0
Spasmus nutans,0
EEG with generalized spikes,0
Coldness,0
EEG with parietal epileptiform discharges,0
Myeloschisis,0
Dermal sinus tract,0
Abnormal frontal bone morphology,0
Superior cerebellar dysplasia,0
Sertoli cell-only phenotype,0
Abnormal odontoid process morphology,0
Abnormal small intestine morphology,0
Sonographic non-visualized fetal bladder,0
Absent lanugo,0
Hypoplasia of eyelid,0
Thinning of outer muscular layer of small bowel,0
Tactile hypersensitivity,0
Tapered humerus,0
Supravalvar pulmonary stenosis,0
Choroidal degeneration,0
Trichoschisis,0
Dysplastic iliac wing,0
10 pairs of ribs,0
Congenitally corrected transposition of the great arteries with ventricular septal defect,0
Bilateral superior vena cava,0
Midline liver,0
Ectopic tooth eruption,0
Angel-shaped phalanx,0
Placental mesenchymal dysplasia,0
Aplasia of the proximal phalanx of the 2nd finger,0
Ultra-low vision with retained light perception,0
Motheaten muscle fibers,0
Urethrovesical occlusion,0
Stratum basale cleavage,0
Tonofilament clumping,0
Fundic gland polyposis,0
Argininosuccinic aciduria,0
Ballooning hepatocyte degeneration,0
Corneal pterygium,0
Subepidermal blistering,0
Paroxysmal tonic upgaze,0
Multiple eyelid margin cysts,0
Perioral hyperkeratosis,0
Absent middle phalanx of 3rd finger,0
Increased RBC distribution width,0
Circulating nucleated red blood cells,0
Ventricular bigeminy,0
Abnormal molar morphology,0
Female-limited expression,0
Circumferential skin creases on extremities,0
Brachiocephalic artery aneurysm,0
Congenital lobar overinflation,0
Reduced branched-chain alpha-keto acid dehydrogenase activity in cultured fibroblasts,0
Hand paresthesia,0
Positive Phalen test,0
Cochlear aplasia,0
Anomic aphasia,0
Abnormal zygomatic bone morphology,0
Right unilambdoid synostosis,0
Aplasia of the premaxilla,0
Syntelencephaly,0
Decreased circulating apolipoprotein A-I concentration,0
Reduced leukocyte arylsulfatase B activity,0
Increased circulating free T4 concentration,0
Abnormal circulating free T4 concentration,0
Abnormal thyroid-stimulating hormone level,0
Elevated circulating biliverdin concentration,0
Increased circulating NT-proBNP concentration,0
Abnormal leukocyte count,0
Absent corneal reflex,0
Cortical sclerosis of the iliac wing,0
Urocanic aciduria,0
Bidirectional ventricular tachycardia,0
Chronic decreased circulating total IgG,0
Intralobular septal thickening,0
Type II pneumocyte hyperplasia,0
Factor XIII subunit B deficiency,0
Absent stapes,0
Reduced hepatic N-acetylglutamate synthase activity,0
Reduced leukocyte arylsulfatase A activity,0
Increased multinucleated megakaryocyte count,0
Neuromyotonia,0
Increased proportion of exhausted T cells,0
Abnormal blood folate concentration,0
Organizing pneumonia,0
Aortic isthmus hypoplasia,0
Congenital strabismus,0
Fetal pericardial effusion,0
Darwin tubercle of helix,0
Fibrofatty replacement of right ventricular myocardium,0
Increased CSF valine concentration,0
Decreased CSF glycine concentration,0
Elevated circulating S-adenosyl-L-methionine concentration,0
Increased CSF methionine concentration,0
Mitochondrial hypertrophy,0
Absent malleus,0
Bilateral vocal cord paresis,0
Hyperpyrexia,0
Decreased circulating alpha-mannosidase activity,0
Small joint hypermobilty,0
Abnormal prothrombin time,0
Glomerular basement membrane disruption,0
Abnormal hallux morphology,0
Periorificial hyperkeratosis,0
Divergence nystagmus,0
Hyperglutaminuria,0
Repeated implantation failure,0
Elevated circulating tiglylglycine concentration,0
Focal motor status epilepticus,0
Unilateral wrist flexion contracture,0
Interstitial emphysema,0
Reduced proportion of mucosal-associated invariant T cells,0
"Reduced liver 2,4-dienoyl-CoA reductase activity",0
Cleft maxillary alveolar ridge,0
Temporal lobe calcification,0
Reduced epidermal extracellular matrix protein 1 protein expression,0
Reduced circulating prekallikrein concentration,0
Acute respiratory distress syndrome,0
EEG with occipital slowing,0
Fetal pleural effusion,0
Abnormal cerebellar cortex morphology,0
Myelin tomacula,0
Portal vein hypoplasia,0
Reduced peroxisomal glutaryl-CoA oxidase activity,0
Reduced circulating aromatic L-amino acid decarboxylase activity,0
Elevated circulating desmosterol concentration,0
Chronic decreased circulating IgG1,0
Elevated urinary formiminoglutamic acid level,0
Elevated circulating lathosterol concentration,0
Bronchoconstriction,0
Vertebrobasilar dolichoectasia,0
Grade III vesicoureteral reflux,0
Fusiform ascending tubular aorta aneurysm,0
Reduced leukocyte N-sulfoglucosamine sulfohydrolase activity,0
Elevated urinary 3-methylcrotonylglycine level,0
Elevated urine 2-methylcitric acid level,0
Elevated urine 3-hydroxypropionic acid level,0
Interrupted pituitary stalk,0
Absent pituitary stalk,0
Nuchal cord,0
Polymorphous posterior corneal dystrophy,0
Enlarged tectum,0
Benign prostatic hyperplasia,0
Post-transfusion thrombocytopenia,0
Sleep myoclonus,0
Hemopericardium,0
Focal sensory seizure with gustatory features,0
obsolete Congenital neutropenia,0
Abnormality of skull size,0
Craniorachischisis,0
obsolete Glioblastoma,0
Synovial sarcoma,0
Premature ejaculation,0
Germinoma,0
Multifocal atrial tachycardia,0
Hyperplasia of the endometrium,0
Transient myeloproliferative syndrome,0
Chondroblastoma,0
Alveolar soft part sarcoma,0
Scleral staphyloma,0
Platelet-activating factor acetylhydrolase deficiency,0
Reduced 5-oxoprolinase level,0
All,0
Mode of inheritance,0
Abnormal male reproductive system physiology,0
Aplasia/Hypoplasia of the clitoris,0
Abnormal labia minora morphology,0
Abnormal ureter physiology,0
Abnormal renal tubular epithelial morphology,0
Abnormal urine protein level,0
Abnormal renal corpuscle morphology,0
Abnormal urine phosphate concentration,0
Abnormal uterus morphology,0
Abnormal female reproductive system physiology,0
Genital tract atresia,0
Abnormality of mouth size,0
Abnormal oral morphology,0
Paramedian lip pit,0
Abnormality of the cerebral ventricles,0
Aplasia/Hypoplasia of the cerebrum,0
Abnormality of facial adipose tissue,0
Abnormal ear physiology,0
Morphological abnormality of the inner ear,0
Incomplete partition of the cochlea,0
Abnormality of the nasal dorsum,0
Abnormality of the choanae,0
Abnormal morphology of the musculature of the neck,0
Fetal ultrasound soft marker,0
Abnormality of corneal size,0
Abnormality of the curvature of the cornea,0
Abnormal morphology of the conjunctival vasculature,0
Abnormal visual electrophysiology,0
Anomalous trichromacy,0
Fundus hemorrhage,0
Aplasia/Hypoplasia of the eyelid,0
Abnormality of the line of Schwalbe,0
Abnormality of head blood vessel,0
Abnormal eyelid physiology,0
Abnormality of pattern reversal visual evoked potentials,0
Abnormal urine cytology,0
Abnormality of the parathyroid physiology,0
Parathyroid dysgenesis,0
Abnormality of musculoskeletal physiology,0
Abnormal Sharpey fiber morphology,0
Abnormality of fluid regulation,0
Abnormality of skin adnexa physiology,0
Abnormally lax or hyperextensible skin,0
Lipomatous tumor,0
Neoplasm of the peripheral nervous system,0
Abnormality of the biliary system,0
Abnormal gallbladder physiology,0
Abnormal lacrimal punctum morphology,0
Abnormality of lens shape,0
Aplasia of the fingers,0
Abnormality of the fetal cardiovascular system,0
Abnormality of carpal bone ossification,0
Abnormality of the musculature of the hand,0
Abnormality of the hamate bone,0
Abnormality of the capitate bone,0
Abnormality of the metencephalon,0
Abnormality of olfactory lobe morphology,0
Abnormality of the synovia,0
Abnormal liver morphology,0
Gonosomal inheritance,0
Synostosis of metacarpals/metatarsals,0
Synostosis involving bones of the feet,0
Abnormal morphology of the pelvis musculature,0
Aplasia/Hypoplasia involving the musculature of the upper limbs,0
Aplasia/Hypoplasia involving the musculature of the extremities,0
Age of death,0
Abnormality of incisor morphology,0
Vocal cord dysfunction,0
Abnormal pulmonary valve physiology,0
Abnormal aortic valve physiology,0
Abnormal mitral valve physiology,0
Acute coronary syndrome,0
Abnormal spatial orientation of the cardiac segments,0
Congenital malformation of the right heart,0
Abnormal pharynx morphology,0
Supernumerary spleens,0
Aplasia/Hypoplasia involving bones of the feet,0
Abnormality of the talus,0
Deviation of toes,0
Osteolytic defects of the distal phalanges of the toes,0
Anemia due to reduced life span of red cells,0
Abnormal eosinophil count,0
Abnormal hematocrit,0
Abnormal granulocyte count,0
Abnormal blood glucose concentration,0
Abnormal circulating nitrogen compound concentration,0
Abnormal platelet membrane protein expression,0
Abnormality of the extrinsic pathway,0
Abnormal lymphocyte surface marker expression,0
Abnormal shape of the frontal region,0
Abnormality of the pylorus,0
Abnormality of forebrain morphology,0
Pre-capillary pulmonary hypertension,0
Dialeptic seizure,0
Non-motor seizure,0
Generalized-onset motor seizure,0
Abnormality of the cerebral subcortex,0
Abnormal circulating nucleobase concentration,0
Abnormality of urine calcium concentration,0
Increased sulfur amino acid level in urine,0
Abnormal circulating lysine concentration,0
Abnormality of the posterior hairline,0
Abnormal glial cell morphology,0
Symptomatic seizures,0
Cerebral inclusion bodies,0
Abnormality of the choroid plexus,0
Abnormality of the fourth ventricle,0
Abnormality of pulmonary circulation,0
Acquired abnormal hair pattern,0
Abnormal ileum morphology,0
Cerebral hamartoma,0
Intracranial arterial calcification,0
Abnormality of intracranial pressure,0
Short term memory impairment,0
Abnormality of digestive system physiology,0
Abnormal systemic blood pressure,0
Atherosclerotic lesion,0
Tissue ischemia,0
Embryonal renal neoplasm,0
Abnormal phagocytosis,0
White lesion of the oral mucosa,0
Aplasia/Hypoplasia involving the vertebral column,0
Flared lower limb metaphysis,0
Exstrophy,0
Unusual fungal infection,0
Decreased circulating level of specific antibody,0
Abnormal proportion of double-negative alpha-beta regulatory T cell,0
Neoplasm of striated muscle,0
Neoplasm by histology,0
Abnormal blood sodium concentration,0
Abnormal circulating bilirubin concentration,0
Abnormal circulating dicarboxylic acid concentration,0
Acidemia,0
Abnormal urine metabolite level,0
Abnormal urine chloride concentration,0
Abnormal cellular physiology,0
Increased proteinogenic amino acid level in urine,0
Abnormal number of vertebrae,0
Supernumerary bones of the axial skeleton,0
Abnormality of the calf,0
Abnormal shape of the radius,0
Neuroplasm of the autonomic nervous system,0
Neuroblastic tumor,0
Abnormality of the humeroradial joint,0
Synostosis involving the elbow,0
Upper extremity joint dislocation,0
Abnormality of urine glucose concentration,0
Abnormality of DNA repair,0
Increased urinary non-proteinogenic amino acid level,0
Increased serine family amino acid in urine,0
Abnormal circulating metabolite concentration,0
Abnormal blood chloride concentration,0
Abnormal cardiac test,0
Abnormality of cardiovascular system electrophysiology,0
Abnormal factor VIII activity,0
Abnormal blood urea nitrogen concentration,0
Abnormal homeostasis,0
Abnormal urine osmolality,0
Elevated urinary carboxylic acid,0
Abnormality of gonadotropin-releasing hormone level,0
Increased urine proteinogenic amino acid derivative level,0
Abnormal greater sciatic notch morphology,0
Abnormality of superoxide metabolism,0
Abnormal circulating IgE level,0
Abnormality of the cell cycle,0
Abnormal urine carboxylic acid level,0
Abnormal coagulation factor V activity,0
Abnormal HDL cholesterol concentration,0
Abnormal phosphoribosylpyrophosphate synthetase level,0
Abnormal circulating creatinine concentration,0
Abnormal circulating proline concentration,0
Increased glutamine family amino acid level in urine,0
Abnormal circulating ferritin concentration,0
Abnormal circulating proteinogenic amino acid derivative concentration,0
Increased aspartate family amino acid level in urine,0
Abnormality of prothrombin,0
Abnormal urinary sulfate concentration,0
Increased aromatic amino acid level in urine,0
Abnormal VLDL cholesterol concentration,0
Abnormality of chromosome condensation,0
Abnormal circulating long-chain fatty-acid concentration,0
Glycopeptiduria,0
Abnormal superficial reflex,0
Abnormal urine hormone level,0
Abnormality of glycolysis,0
Abnormal circulating prostaglandin circulation,0
Temporal pattern,0
Abnormal circulating phenylalanine concentration,0
Aplasia of the musculature,0
Abnormality of urine bicarbonate concentration,0
Clinical course,0
Pace of progression,0
Absent epiphyses of the distal phalanges of the hand,0
Absent epiphyses of the 5th finger,0
Abnormality of the epiphysis of the distal phalanx of the 5th finger,0
Decreased adipose tissue,0
Abnormal mandibular ramus morphology,0
Midline defect of mandible,0
Abnormal bone collagen fibril morphology,0
Abnormal CSF metabolite level,0
Abnormality of the middle phalanges of the toes,0
Abnormal muscle fiber-type distribution,0
Clinical modifier,0
Abnormality of upper limb metaphysis,0
Sclerosis of metaphyses of the upper limbs,0
Anomaly of the upper limb diaphyses,0
Abnormal morphology of the cortex of the humerus,0
Humeral sclerosis,0
Abnormality of the deltoid tuberosities,0
Abnormality of the humeral epiphysis,0
Abnormal humeral ossification,0
Delayed upper limb epiphyseal ossification,0
Irregular epiphyses of the upper limbs,0
Round epiphyses of the upper limbs,0
Small epiphyses of the upper limbs,0
Irregular ossification of the humeral epiphyses,0
Wide epiphyses of the upper limbs,0
Wide epiphyseal plates of the upper limbs,0
Abnormality of the humeral epiphyseal plate,0
Abnormality of the humeral metaphyses,0
Flared upper limb metaphysis,0
Lytic defects in metaphyses of the upper limbs,0
Normal density transverse bands in metaphyses of the upper limbs,0
Sloping humeral metaphysis,0
Humeral cortical irregularity,0
Cortical diaphyseal irregularity of the upper limbs,0
Diaphyseal sclerosis of the upper limbs,0
Broad diaphyses of the upper limbs,0
Abnormality of the elbow metaphyses,0
Humeral metaphyseal irregularity,0
Aplasia/hypoplasia involving forearm bones,0
Aplasia involving forearm bones,0
Absent forearm bone,0
Fractured forearm bones,0
Lytic defects of the forearm bones,0
Pseudarthrosis of the forearm bones,0
Broad forearm bones,0
Exostoses of the forearm bones,0
Slender forearm bones,0
Sloping radial epiphyses,0
Cupped metaphyses of the upper limbs,0
Abnormality of radial metaphyses,0
Sloping radial metaphysis,0
Broad radius,0
Abnormality of radial diaphysis,0
Abnormality of the olecranon,0
Abnormality of the ulnar epiphyses,0
Abnormality of the styloid process of ulna,0
Abnormal 3rd finger phalanx morphology,0
Aplasia/Hypoplasia of the distal phalanx of the 3rd finger,0
Abnormal 4th finger phalanx morphology,0
Abnormal 5th finger phalanx morphology,0
Curved phalanges of the hand,0
Cone-shaped epiphyses of the 5th finger,0
Ivory epiphyses of the 5th finger,0
Abnormality of the middle phalanx of the 5th finger,0
Abnormality of the epiphyses of the middle phalanges of the hand,0
Abnormality of the epiphyses of the 5th finger,0
Abnormality of the distal phalanx of the 5th finger,0
Curved phalanges of the 5th finger,0
Comma-shaped carpal bones,0
Abnormal ossification of the scaphoid,0
Abnormality of the lunate bone,0
Proximally placed carpal bones,0
Abnormal ossification of the trapezium,0
Abnormal ossification of the trapezoid bone,0
Abnormality of the trapezoid bone,0
Large hamate bone,0
Abnormality of hand cortical bone,0
Duplication of bones involving the upper extremities,0
Irregular sclerosis of hand bones,0
Abnormality of the epiphyses of the hand,0
Carpometacarpal synostosis,0
Synostosis involving the 2nd metacarpal,0
Peripheral hypermyelination,0
Abnormal circulating proteinogenic amino acid concentration,0
Abnormality of vitamin B metabolism,0
Abnormality of glycoside metabolism,0
Abnormal circulating aromatic amino acid concentration,0
Abnormal circulating purine concentration,0
Cardiac valve calcification,0
Fullness of paranasal tissue,0
Abnormal arterial physiology,0
Decreased immunoglobulin level in body fluid,0
Decreased serum terminal complement component,0
Abnormal cervical spine morphology,0
Abnormal vertebral pedicle morphology,0
Abnormality of frontalis muscle belly,0
Abnormal renal echogenicity,0
Abnormal glomerular basement membrane morphology,0
Abnormal erythrocyte physiology,0
Abnormality of the protein C anticoagulant pathway,0
Internal carotid artery dissection,0
Medial arterial calcification,0
Abnormality of the distal radial epiphysis,0
Abnormality of the phalanges of the toes,0
Abnormality of the proximal radial epiphysis,0
Abnormal left atrium morphology,0
Abnormal cardiac atrial physiology,0
Abnormal tricuspid valve physiology,0
Abnormal portal venous system morphology,0
Abnormal oral physiology,0
Abnormal pectoral muscle morphology,0
Abnormality nasal septum cartilage morphology,0
Abnormal pulmonary artery physiology,0
Abnormality of the alternative complement pathway,0
Abnormal proportion of CD4-positive helper T cells,0
Increased circulating globulin level,0
Abnormal T cell activation,0
Aplasia/Hypoplasia involving the sinuses,0
Abnormality of the metopic suture,0
Abnormality of the kinin-kallikrein system,0
Agranulocytosis,0
Abnormal urine magnesium concentration,0
Abnormal renal pelvis morphology,0
Abnormal tubular basement membrane morphology,0
Patchy changes of bone mineral density,0
Subluxation of metacarpal phalangeal joints,0
Flat posterior fossa,0
Abnormal middle phalanx morphology of the hand,0
Synostosis involving the 4th metacarpal,0
Synostosis involving the fibula,0
Synostosis involving the tibia,0
Synostosis involving bones of the lower limbs,0
Abnormal respiratory epithelium morphology,0
Aplasia/Hypoplasia of the thyroid gland,0
Aplasia/Hypoplasia of the 2nd metacarpal,0
Abnormal periosteum morphology,0
Abnormality of metacarpal epiphyses,0
Abnormal epiphysis morphology of the phalanges of the hand,0
Abnormality of the epiphysis of the 2nd metacarpal,0
Aplasia/Hypoplasia of the palmar creases,0
Osteolytic defects of the hand bones,0
Abnormality of the proximal phalanx of the 2nd finger,0
Abnormal levels of alpha-fetoprotein,0
Abnormal 2nd finger morphology,0
Abnormal pancreas size,0
Misalignment of incisors,0
Abnormal size of the dental root,0
Abnormality of premolar morphology,0
Agenesis of mandibular incisor,0
Abnormality of the distal ulnar epiphysis,0
Abnormality of the distal femoral epiphysis,0
Abnormal shoulder physiology,0
Abnormality of lower limb epiphysis morphology,0
Abnormal larynx physiology,0
Abnormal pulmonary alveolar system morphology,0
Abnormal bronchoalveolar lavage fluid morphology,0
Neoplasm of the tracheobronchial system,0
Abnormal pulmonary lymphatics,0
Abnormal rib ossification,0
Abnormal intermamillary distance,0
Calcification of ribs,0
Aplasia/hypoplasia affecting bones of the axial skeleton,0
Anal canal neoplasm,0
Abnormal axial muscle morphology,0
Aplasia/Hypoplasia involving the corticospinal tracts,0
Aplasia/Hypoplasia of the optic tract,0
Aplasia/Hypoplasia of the pyramidal tract,0
Aplasia/Hypoplasia of the sweat glands,0
Focal hyperextensible skin,0
Absent pigmentation of chest,0
Aplasia cutis congenita over parietal area,0
Retinal arterial tortuosity,0
Aplasia/Hypoplasia of the retina,0
Abnormal ciliary body morphology,0
Aplasia/Hypoplasia affecting the uvea,0
Abnormality of lower eyelashes,0
Abnormality of upper eyelashes,0
Abnormality of the vasculature of the eye,0
Cone monochromacy,0
Abnormal amplitude of dark-adapted bright flash electroretinogram,0
Abnormality of foveal pigmentation,0
Retinal microaneurysm,0
Aplasia/Hypoplasia affecting the fundus,0
Abnormal maternal serum screening,0
Abnormal tarsal bone mineral density,0
Abnormal metatarsal ossification,0
Deviation of the 3rd toe,0
Abnormal helper T cell proportion,0
Abnormality of galactoside metabolism,0
Abnormal tissue metabolite concentration,0
Abnormal serum estradiol,0
Abnormal circulating progesterone level,0
Abnormal blood transition element cation concentration,0
Abnormal circulating vitamin B6 level,0
Decreased circulating IgG subclass level,0
Abnormal nail growth,0
Onycholysis of fingernails,0
Aplasia/Hypoplasia of the cervical spine,0
Sacral segmentation defect,0
Protruding coccyx,0
Abnormality of spinal facet joint,0
Aplasia/Hypoplasia of the cochlea,0
Renal necrosis,0
Aplasia/Hypoplasia of the ovary,0
Abnormal ossification of the pubic bone,0
Aplasia/Hypoplasia involving the femoral head and neck,0
Stippled calcification of the humeral epiphyses,0
Abnormality of the musculature of the thigh,0
Abnormality of the hip-girdle musculature,0
Aplasia/Hypoplasia of the musculature of the pelvis,0
Aplasia/Hypoplasia of the biceps,0
Hypoplasia of the upper arm musculature,0
Abnormality of the musculature of the thorax,0
Abnormality of the gluteal musculature,0
Amyotrophy involving the shoulder musculature,0
Abnormal left hemidiaphragm morphology,0
Aplasia/hypoplasia involving the skeleton,0
Enlarged epiphyses of the 5th finger,0
Small epiphyses of the 5th finger,0
Small epiphyses of the distal phalanges of the hand,0
Triangular epiphyses of the distal phalanges of the hand,0
Triangular epiphyses of the 5th finger,0
Abnormality of the proximal phalanx of the 5th finger,0
Abnormality of the epiphyses of the proximal phalanges of the hand,0
Triangular epiphyses of the proximal phalanges of the hand,0
Abnormality of the epiphysis of the proximal phalanx of the 5th finger,0
Ivory epiphyses of the proximal phalanges of the hand,0
Small epiphyses of the proximal phalanges of the hand,0
Absent epiphyses of the proximal phalanges of the hand,0
Aplasia/Hypoplasia of the phalanges of the 5th finger,0
Stippling of the epiphyses of the 5th finger,0
Fragmentation of the epiphyses of the 5th finger,0
Fragmentation of the epiphyses of the distal phalanges of the hand,0
Irregular epiphyses of the 5th finger,0
Irregular epiphyses of the distal phalanges of the hand,0
Bullet-shaped phalanges of the 5th finger,0
Osteolytic defects of the phalanges of the 5th finger,0
Triangular epiphyses,0
Abnormal 4th finger morphology,0
Curved middle phalanges of the hand,0
Patchy sclerosis of middle phalanx of finger,0
Sclerosis of the middle phalanx of the 5th finger,0
Patchy sclerosis of 5th finger phalanx,0
Symphalangism affecting the proximal phalanx of the 5th finger,0
Symphalangism of middle phalanx of 5th finger,0
Symphalangism of middle phalanx of finger,0
Triangular shaped phalanges of the 5th finger,0
Triangular shaped middle phalanges of the hand,0
Bracket epiphyses of the 5th finger,0
Bracket epiphyses of the distal phalanges of the hand,0
Pseudoepiphyses of the distal phalanges of the hand,0
Pseudoepiphyses of the 5th finger,0
Fragmented epiphyses of the upper limbs,0
Bracket epiphyses of the proximal phalanges of the hand,0
Abnormality of the epiphyses of the distal phalanx of finger,0
Irregular epiphyses of the proximal phalanges of the hand,0
Stippling of the epiphyses of the proximal phalanges of the hand,0
Fragmentation of the epiphyses of the proximal phalanges of the hand,0
Abnormality of the epiphysis of the middle phalanx of the 5th finger,0
Absent epiphyses of the middle phalanges of the hand,0
Bracket epiphyses of the middle phalanges of the hand,0
Enlarged epiphyses of the middle phalanges of the hand,0
Fragmentation of the epiphyses of the middle phalanges of the hand,0
Irregular epiphyses of the middle phalanges of the hand,0
Ivory epiphyses of the middle phalanges of the hand,0
Pseudoepiphyses of the middle phalanges of the hand,0
Small epiphyses of the middle phalanges of the hand,0
Stippling of the epiphyses of the middle phalanges of the hand,0
Triangular epiphyses of the middle phalanges of the hand,0
Absent epiphyses of the 4th finger,0
Abnormality of the epiphysis of the middle phalanx of the 4th finger,0
